Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
21$	<?>	no 21, mji 21	Nisu, Zaiwa, Nesu, Lahu Shi, Mandarin Chinese	493	U+0032 U+0031 U+0024
^n	n	na, na55	Jinghpaw, Na (Lahu), Naxi, Nisu, Hani, Sichuan Yi, Lahu Shi, Nesu, Samei, Lisu, Baihong, Zaiwa, Mandarin Chinese, Biyo, Zauzou, Kucong, Jino, Nusu	492	U+005e U+006e
^l	l	la, li	Zaiwa, Jinghpaw, Naxi, Jino, Lisu, Samei, Kucong, Zauzou, Nusu, Biyo, Nesu, Lahu Shi, Na (Lahu), Nisu, Baihong, Hani, Mandarin Chinese, Sichuan Yi	444	U+005e U+006c
55	<?>	xa55 sa55 la55 mo55, ɲi55 tsa55 la55 kv33	Baihong, Lisu, Biyo, Nesu, Nisu, Zaiwa, Lahu Shi, Naxi, Zauzou	436	U+0035 U+0035
l	l	al bol al hov, bei dol lul cuq	Hani, Na (Lahu), Baihong, Jinghpaw, Lisu, Naxi, Biyo, Samei, Sichuan Yi, Lahu Shi, Kucong, Zauzou, Mandarin Chinese, Nisu, Jino, Zaiwa, Nusu, Nesu	436	U+006c
a$	a	na, la	Jinghpaw, Kucong, Nusu, Jino, Sichuan Yi, Samei, Hani, Na (Lahu), Naxi, Baihong	400	U+0061 U+0024
ɯ	ɯ	sɯ 55 ɣɯ 21, sɯ 55	Naxi, Lisu, Zauzou, Nesu, Baihong, Lahu Shi, Nisu, Jino, Kucong, Nusu, Samei, Zaiwa	345	U+026f
g	g	nga, chang2	Mandarin Chinese, Jinghpaw, Kucong, Hani, Sichuan Yi, Samei, Na (Lahu), Baihong, Naxi, Biyo, Lisu, Nusu, Lahu Shi, Nisu, Nesu	344	U+0067
j	j	mji 21, ljɔ	Zaiwa, Jino, Nusu, Kucong, Biyo, Baihong, Sichuan Yi, Naxi, Samei, Mandarin Chinese, Jinghpaw, Na (Lahu), Hani, Nesu, Lahu Shi, Nisu	342	U+006a
ɔ	ɔ	mɔ55, dɔ31	Lahu Shi, Baihong, Nesu, Biyo, Zauzou, Samei, Jino, Kucong, Nusu, Naxi	329	U+0254
i$	i	mi, ɲi	Jinghpaw, Samei, Nusu, Kucong, Sichuan Yi, Jino, Hani, Na (Lahu), Naxi	325	U+0069 U+0024
d	d	ɟɛ da, ndza33	Na (Lahu), Naxi, Baihong, Biyo, Hani, Jinghpaw, Kucong, Samei, Nusu, Sichuan Yi, Lisu, Mandarin Chinese, Nisu, Lahu Shi, Nesu	322	U+0064
__	__	sɨ_ 21, ni_ɛ_ 21	Nisu, Nesu, Zaiwa	320	U+005f U+005f
^d	d	du, do	Biyo, Baihong, Samei, Mandarin Chinese, Nusu, Hani, Nisu, Kucong, Jinghpaw, Nesu, Lisu, Lahu Shi, Na (Lahu), Sichuan Yi, Naxi	301	U+005e U+0064
33	<?>	nA33 mo31 nA33 gɤ53 sɯ54, ni33 ma33 sɨ11	Lahu Shi, Naxi, Nesu, Nisu, Biyo, Zauzou, Lisu, Baihong	279	U+0033 U+0033
ɨ	ɨ	dzɨ33, sɨ31	Lisu, Nisu, Biyo, Lahu Shi, Samei, Baihong, Nesu, Jino, Nusu, Naxi, Zauzou	275	U+0268
o$	o	bo, lo	Kucong, Jino, Sichuan Yi, Samei, Nusu, Nesu, Jinghpaw, Hani, Na (Lahu)	274	U+006f U+0024
p	p	a pɹɯ, hpun	Sichuan Yi, Jinghpaw, Na (Lahu), Zaiwa, Lahu Shi, Jino, Nisu, Hani, Biyo, Baihong, Nesu, Zauzou, Lisu, Mandarin Chinese, Nusu, Naxi	272	U+0070
^s	s	sa, sy	Hani, Jinghpaw, Nesu, Lisu, Baihong, Sichuan Yi, Lahu Shi, Zaiwa, Nisu, Nusu, Samei, Zauzou, Naxi, Jino, Na (Lahu), Biyo, Mandarin Chinese	265	U+005e U+0073
ɛ	ɛ	nɛ 42 nɛ 42, niɛ 55 ma 44 dʒɛ 44 dʒɛ 31	Nisu, Lahu Shi, Lisu, Kucong, Baihong, Naxi, Jino, Nusu, Samei	263	U+025b
q	q	aq niuq niuq qul, aoq qivq	Hani, Na (Lahu), Lahu Shi, Kucong, Sichuan Yi, Mandarin Chinese	257	U+0071
y	y	ny55, chytyo	Sichuan Yi, Jinghpaw, Hani, Naxi, Mandarin Chinese, Baihong, Na (Lahu), Zauzou, Samei, Nusu, Jino	247	U+0079
z	z	dza31, dzɨ33	Biyo, Baihong, Mandarin Chinese, Naxi, Samei, Nesu, Nusu, Lisu, Lahu Shi, Nisu, Hani, Jino, Na (Lahu), Sichuan Yi, Zauzou, Jinghpaw	245	U+007a
b	b	a bo ba, a ba	Kucong, Naxi, Baihong, Hani, Samei, Sichuan Yi, Lisu, Nusu, Nesu, Biyo, Mandarin Chinese, Nisu, Jinghpaw, Na (Lahu), Lahu Shi	243	U+0062
21	<?>	ŋo 21 ne_ 21 ne_ 21, pha? 21 lap 21 kom 51	Zaiwa, Nisu, Nesu, Lahu Shi, Biyo	239	U+0032 U+0031
v	v	buvq geel buvq leiv, pv.55	Hani, Biyo, Naxi, Baihong, Sichuan Yi, Samei, Zaiwa, Lisu, Na (Lahu), Lahu Shi, Zauzou, Nisu, Jino	232	U+0076
t	t	vitggut ggatcha, ca* ti* tu*	Na (Lahu), Sichuan Yi, Jinghpaw, Zaiwa, Jino, Mandarin Chinese, Lahu Shi, Hani, Zauzou, Biyo, Lisu, Baihong, Nisu, Samei, Naxi, Kucong, Nusu, Nesu	232	U+0074
u$	u	du, phu	Kucong, Jinghpaw, Sichuan Yi, Nusu, Jino, Samei, Na (Lahu), Hani, Baihong, Naxi	227	U+0075 U+0024
A	<?>	mA53 dA 21, ŋA31 nA35 pA31	Lahu Shi, Nisu, Nusu	225	U+0041
^h	h	hmi, ha	Jinghpaw, Sichuan Yi, Hani, Nusu, Na (Lahu), Mandarin Chinese, Lisu, Samei, Nesu, Jino, Naxi	221	U+005e U+0068
ɔ$	ɔ	mɔ, jɔ	Samei, Nusu, Jino, Kucong, Naxi, Baihong	220	U+0254 U+0024
^b	b	bo, bɯ	Hani, Kucong, Baihong, Nisu, Mandarin Chinese, Nusu, Biyo, Lisu, Nesu, Naxi, Na (Lahu), Jinghpaw, Lahu Shi, Sichuan Yi, Samei, Zaiwa, Zauzou	212	U+005e U+0062
k	k	po`_ 21 kje_k 55, mu 44 ku 55	Jinghpaw, Zaiwa, Jino, Lahu Shi, Biyo, Lisu, Na (Lahu), Nesu, Naxi, Baihong, Hani, Zauzou, Mandarin Chinese, Nisu, Sichuan Yi, Kucong, Nusu, Samei	208	U+006b
^g	g	ga, go	Jinghpaw, Mandarin Chinese, Samei, Kucong, Nusu, Baihong, Biyo, Naxi, Sichuan Yi, Hani, Na (Lahu), Nisu, Lahu Shi, Lisu, Nesu	200	U+005e U+0067
q$	q	shiq, aoq soq	Hani, Na (Lahu)	194	U+0071 U+0024
ɤ	ɤ	dzɤ55, nɤ55	Nisu, Biyo, Baihong, Lahu Shi, Nesu, Nusu, Samei, Jino	183	U+0264
^t	t	tɒ, to	Mandarin Chinese, Zauzou, Jino, Na (Lahu), Zaiwa, Lahu Shi, Hani, Biyo, Nisu, Nusu, Sichuan Yi, Jinghpaw, Nesu, Lisu, Baihong, Naxi, Samei, Kucong	183	U+005e U+0074
^p	p	pa, pa55	Jino, Zaiwa, Na (Lahu), Baihong, Lahu Shi, Hani, Zauzou, Biyo, Mandarin Chinese, Jinghpaw, Nisu, Sichuan Yi, Nesu, Lisu, Naxi, Nusu, Samei	183	U+005e U+0070
^x	x	xo, xi	Baihong, Nisu, Mandarin Chinese, Kucong, Naxi, Zaiwa, Na (Lahu), Lahu Shi, Hani, Sichuan Yi, Zauzou, Lisu, Nesu, Jino, Biyo, Nusu, Samei	181	U+005e U+0078
^j	j	jɔ, ja	Biyo, Mandarin Chinese, Baihong, Jino, Nusu, Jinghpaw, Zaiwa, Hani, Naxi, Samei, Nesu, Sichuan Yi, Kucong, Na (Lahu), Nisu	171	U+005e U+006a
e$	e	we, ne	Sichuan Yi, Jino, Samei, Na (Lahu), Kucong, Nusu, Jinghpaw, Naxi, Baihong, Hani	168	U+0065 U+0024
^k	k	ka, kɤ 55	Zaiwa, Zauzou, Jinghpaw, Hani, Jino, Sichuan Yi, Lahu Shi, Nisu, Naxi, Mandarin Chinese, Biyo, Lisu, Baihong, Na (Lahu), Nesu, Nusu	168	U+005e U+006b
l$	l	ceil, mol	Hani, Na (Lahu)	156	U+006c U+0024
x	x	hxit, a 55 xam 21 xam 21	Sichuan Yi, Baihong, Kucong, Na (Lahu), Zaiwa, Lahu Shi, Biyo, Nisu, Jino, Mandarin Chinese, Naxi, Hani, Zauzou, Lisu, Samei	151	U+0078
^kh	kh	kha, kho	Zaiwa, Samei, Jino, Naxi, Kucong, Lisu, Nusu, Na (Lahu), Zauzou, Nesu, Nisu, Lahu Shi	147	U+005e U+006b U+0068
r	r	ja hpri magri re ai ni, syrjielurjie	Jinghpaw, Naxi, Na (Lahu), Nusu, Sichuan Yi, Mandarin Chinese, Jino, Samei, Kucong	146	U+0072
w	w	awl mu, awl jaw* paw*	Na (Lahu), Kucong, Mandarin Chinese, Jinghpaw, Baihong, Jino, Hani, Naxi, Nusu	145	U+0077
.	<?>	v.55 dzv.31, pv.55	Biyo, Naxi, Baihong, Samei, Jino, Na (Lahu), Kucong, Zauzou	143	U+002e
44$	<?>	fu 44, ʃɨ 44	Lisu, Zauzou, Mandarin Chinese	141	U+0034 U+0034 U+0024
s	s	i sɔ, lo sæ	Baihong, Lahu Shi, Lisu, Hani, Jinghpaw, Jino, Samei, Biyo, Naxi, Zaiwa, Nesu, Nisu, Zauzou, Sichuan Yi, Nusu, Na (Lahu), Mandarin Chinese	140	U+0073
kh	kh	kua 44 khi 35 khi 35, mi khy	Jino, Zauzou, Zaiwa, Kucong, Naxi, Lisu, Samei, Na (Lahu), Lahu Shi, Nusu, Nesu, Nisu	135	U+006b U+0068
^v	v	va, vi	Zaiwa, Sichuan Yi, Biyo, Na (Lahu), Lahu Shi, Samei, Nesu, Jino, Nisu, Zauzou, Baihong, Kucong, Lisu, Naxi	125	U+005e U+0076
ә	<?>	mә gә lә ә, çәr	Naxi, Samei, Kucong, Jino, Nusu	124	U+04d9
t$	t	hxit, yit	Sichuan Yi, Jinghpaw, Na (Lahu)	120	U+0074 U+0024
ɯ$	ɯ	mɯ, phɯ	Kucong, Jino, Nusu, Naxi, Samei	113	U+026f U+0024
h	h	ɲi ho, keelmil aol huhu	Jinghpaw, Mandarin Chinese, Hani, Sichuan Yi, Nusu, Samei, Na (Lahu), Lisu, Jino, Nesu, Naxi, Zauzou, Biyo	109	U+0068
ph	ph	sɨ54 phA 21, a phi	Jino, Lahu Shi, Lisu, Na (Lahu), Nisu, Zauzou, Samei, Naxi, Kucong, Nesu, Zaiwa, Nusu, Sichuan Yi	109	U+0070 U+0068
ŋ	ŋ	jaŋ 51 khuŋ 21, tuŋ 51 saŋ 21	Zaiwa, Lahu Shi, Baihong, Kucong, Nesu, Naxi, Jino, Lisu, Nusu, Biyo	109	U+014b
^ɲ	ɲ	ɲi, ɲi31	Nesu, Nusu, Biyo, Zauzou, Samei, Zaiwa, Kucong, Baihong, Jino, Naxi, Lisu	106	U+005e U+0272
35$	<?>	bɔ35, le 35	Lahu Shi, Zauzou, Lisu, Biyo	106	U+0033 U+0035 U+0024
^ŋ	ŋ	ŋo 33, ŋɔ	Zaiwa, Kucong, Nesu, Naxi, Lahu Shi, Lisu, Zauzou, Samei, Jino, Nisu, Biyo, Nusu, Baihong	102	U+005e U+014b
^y	y	yu, ya	Mandarin Chinese, Hani, Na (Lahu), Sichuan Yi, Jinghpaw, Baihong, Zauzou, Nusu	99	U+005e U+0079
^sh	sh	shana, shi	Mandarin Chinese, Jinghpaw, Na (Lahu), Sichuan Yi	99	U+005e U+0073 U+0068
^ph	ph	phɯ, phu	Na (Lahu), Zaiwa, Lahu Shi, Kucong, Naxi, Nisu, Jino, Nesu, Lisu, Nusu, Zauzou, Samei	99	U+005e U+0070 U+0068
^ts	ts	tsa, tso	Jinghpaw, Zaiwa, Baihong, Jino, Nusu, Lahu Shi, Zauzou, Samei, Naxi, Nisu, Lisu, Nesu	97	U+005e U+0074 U+0073
ә$	<?>	ɟә, lә	Samei, Jino, Nusu, Kucong, Naxi	96	U+04d9 U+0024
51$	<?>	no 51, nam 51	Zaiwa	92	U+0035 U+0031 U+0024
35	<?>	kæ 35 mi 35 ʑa 44, mɯ 31 lɯ 35 ku 35 dʒɪ 33	Lahu Shi, Lisu, Zauzou, Biyo	88	U+0033 U+0035
^z	z	zɨ, zɔ33	Lahu Shi, Nisu, Sichuan Yi, Hani, Lisu, Mandarin Chinese, Nesu, Naxi, Jino, Samei, Na (Lahu), Zauzou, Nusu	88	U+005e U+007a
æ	æ	næ 44 khæ 31 tæ 31, tshæ 42 ɲæ 33	Zauzou, Kucong, Naxi, Baihong, Jino, Samei	84	U+00e6
53$	<?>	mA53, mɔ53	Lahu Shi, Biyo, Zaiwa	83	U+0035 U+0033 U+0024
r$	r	çәr, yur	Na (Lahu), Sichuan Yi, Samei, Naxi, Kucong, Nusu	81	U+0072 U+0024
42$	<?>	mi 42, kho 42	Zauzou, Lisu, Mandarin Chinese	78	U+0034 U+0032 U+0024
p$	p	hlopbbop, ketmop	Sichuan Yi, Jinghpaw, Nusu	78	U+0070 U+0024
ts	ts	mi55 tso31, u55 tsa55	Lahu Shi, Jino, Zaiwa, Biyo, Naxi, Jinghpaw, Baihong, Nusu, Nesu, Zauzou, Lisu, Samei, Nisu, Na (Lahu)	76	U+0074 U+0073
ɨ$	ɨ	ʐɨ, tsɨ	Jino, Samei, Nusu, Naxi, Lahu Shi, Baihong, Kucong, Biyo	75	U+0268 U+0024
4$	<?>	jin4, la4	Mandarin Chinese	74	U+0034 U+0024
^c	c	ci, ceil	Na (Lahu), Kucong, Hani, Sichuan Yi, Mandarin Chinese	72	U+005e U+0063
d$	d	nud, ngad	Na (Lahu)	69	U+0064 U+0024
44	<?>	ko 44 ma 44 se 33, niɛ 55 ma 44 dʒɛ 44 dʒɛ 31	Lisu, Zauzou	69	U+0034 U+0034
^th	th	thɯ, thu 33	Jino, Nisu, Zaiwa, Lisu, Na (Lahu), Nesu, Lahu Shi, Zauzou, Naxi, Kucong, Nusu, Samei, Baihong	66	U+005e U+0074 U+0068
^ɣ	ɣ	ɣɔ31, ɣæ 33	Nesu, Zauzou, Lahu Shi, Naxi, Kucong, Lisu, Nisu, Biyo, Baihong, Samei, Nusu	66	U+005e U+0263
^w	w	wa, we	Mandarin Chinese, Nusu, Jinghpaw, Sichuan Yi, Kucong, Hani, Baihong, Na (Lahu), Jino, Samei	64	U+005e U+0077
^o	o	o 33 phu 55, o31 tɕi55	Biyo, Lisu, Nesu, Baihong, Hani, Samei, Na (Lahu), Sichuan Yi, Mandarin Chinese, Zauzou, Nusu, Jino, Lahu Shi, Kucong	64	U+005e U+006f
y$	y	sy, khy	Sichuan Yi, Samei, Jino, Naxi, Nusu	62	U+0079 U+0024
1$	<?>	gao1, gan1	Mandarin Chinese	61	U+0031 U+0024
th	th	A 55 thi 21 thi 21, aq thie*	Jino, Lahu Shi, Na (Lahu), Kucong, Nisu, Samei, Nesu, Naxi, Lisu, Zaiwa, Biyo, Baihong, Sichuan Yi, Zauzou, Nusu	61	U+0074 U+0068
3$	<?>	jiao3, wan3	Mandarin Chinese	61	U+0033 U+0024
*$	<?>	pheu*, peoq meof peu*	Na (Lahu)	60	U+002a U+0024
^ʑ	ʑ	ʑi, ʑi_ 55	Nesu, Zauzou, Samei, Naxi, Nusu, Lahu Shi, Nisu	58	U+005e U+0291
^tsh	tsh	tshɨ 31, tshɨ na	Lisu, Nesu, Jino, Naxi, Lahu Shi, Zauzou, Nisu, Zaiwa	58	U+005e U+0074 U+0073 U+0068
n$	n	hpun, wan	Jinghpaw, Naxi, Jino, Nusu	55	U+006e U+0024
^A	<?>	A33 pɔ55 sɨ11, A33 phAi53	Nisu, Lahu Shi, Biyo	55	U+005e U+0041
^ɕ	ɕ	ɕi, ɕi 55	Naxi, Zauzou, Nesu, Lahu Shi, Nusu, Samei, Jino, Biyo, Nisu, Baihong	54	U+005e U+0255
sh	sh	gasha la sha, gashu la sha	Na (Lahu), Jinghpaw, Mandarin Chinese, Sichuan Yi	52	U+0073 U+0068
^ʂ	ʂ	ʂɨ 21, ʂo	Samei, Nisu, Naxi, Nesu, Nusu	51	U+005e U+0282
2$	<?>	chang2, shu2	Mandarin Chinese	50	U+0032 U+0024
E	<?>	dzE 33, tsE 55 lE 55	Nisu	48	U+0045
ʊ	ʊ	gʊ31, sʊ31 nʊ55	Baihong, Naxi, Jino, Samei, Nusu	48	U+028a
c	c	naciqciqduvq, heilceq ceq	Hani, Kucong, Sichuan Yi, Na (Lahu), Mandarin Chinese, Zauzou	48	U+0063
^tɕ	tɕ	tɕi31, tɕi	Zauzou, Naxi, Baihong, Samei, Nusu, Nesu, Nisu, Lahu Shi	48	U+005e U+0074 U+0255
f	f	dza55 f.31 f.55, mɔ fi	Na (Lahu), Mandarin Chinese, Kucong, Baihong, Nisu, Lahu Shi, Lisu, Naxi, Samei, Hani	47	U+0066
æ$	æ	lo sæ, mæ	Kucong, Jino, Nusu, Naxi, Samei	47	U+00e6 U+0024
g$	g	chyang, nong	Jinghpaw	45	U+0067 U+0024
^ch	ch	chang2, chyang	Mandarin Chinese, Na (Lahu), Jinghpaw, Sichuan Yi	44	U+005e U+0063 U+0068
v$	v	hev, fv.	Hani, Naxi, Samei, Kucong, Jino	44	U+0076 U+0024
^q	q	qawd, qy	Mandarin Chinese, Na (Lahu), Sichuan Yi, Lahu Shi, Hani, Kucong	44	U+005e U+0071
ɛ$	ɛ	cɛ, bjɛ	Nusu, Kucong, Naxi, Jino	44	U+025b U+0024
^e	e	e 55 mi 44, e 21	Lisu, Mandarin Chinese, Na (Lahu), Nesu, Nusu, Baihong, Nisu, Zaiwa, Zauzou	44	U+005e U+0065
^u	u	u55 tsa55, u gwej	Zaiwa, Samei, Baihong, Jino, Jinghpaw, Na (Lahu), Naxi, Sichuan Yi, Kucong, Zauzou, Nusu, Lisu	44	U+005e U+0075
^ʐ	ʐ	ʐɨ, ʐu	Nusu, Samei, Naxi, Nisu, Baihong	43	U+005e U+0290
^f	f	fu 44, fv.55	Mandarin Chinese, Naxi, Lahu Shi, Lisu, Nesu, Na (Lahu), Baihong, Nisu, Sichuan Yi, Samei, Jino, Kucong, Zauzou, Biyo	43	U+005e U+0066
tsh	tsh	a tshɨ, ɔ31 tshɨ53	Jino, Lahu Shi, Lisu, Nesu, Nisu, Zaiwa, Naxi, Zauzou	42	U+0074 U+0073 U+0068
^tɕh	tɕh	tɕhi33, tɕhi_ɛ_ 33	Nesu, Naxi, Zauzou, Lahu Shi, Nisu	42	U+005e U+0074 U+0255 U+0068
^i	i	i sɔ, i tshe	Sichuan Yi, Jino, Zaiwa, Na (Lahu), Nusu, Samei, Naxi, Lahu Shi	41	U+005e U+0069
f$	f	ciel qof, pied hawf	Na (Lahu), Hani	38	U+0066 U+0024
tɕ	tɕ	o31 tɕi55, to33 tɕi35	Zauzou, Lahu Shi, Biyo, Baihong, Nesu, Naxi, Samei, Nisu, Jino	38	U+0074 U+0255
?	<?>	no? 21, lo? 21 ŋju_i 21	Zaiwa, Zauzou, Na (Lahu), Kucong, Nisu	38	U+003f
ɣ	ɣ	dza31 ɣa31 ɣa31, sɯ 55 ɣɯ 21	Zauzou, Baihong, Lahu Shi, Kucong, Nesu, Lisu, Naxi, Nisu, Samei	37	U+0263
*	<?>	ka* meu* khawd, ca* ti* tu*	Na (Lahu)	36	U+002a
^tʂh	tʂh	tʂhɨ 21, tʂhәr33	Nisu, Nesu, Naxi	36	U+005e U+0074 U+0282 U+0068
^ɔ	ɔ	ɔ31 u53 ku33, ɔ31 tshɨ53	Lahu Shi, Baihong, Biyo, Nesu, Zauzou, Nusu	36	U+005e U+0254
m$	m	bum, a m.	Jinghpaw, Samei, Nusu	36	U+006d U+0024
42	<?>	nɛ 42 nɛ 42, zo 31 mo 42 ʑa 44	Zauzou, Lisu	35	U+0034 U+0032
ʔ	ʔ	ŋo`ʔ 55 mjuʔ 21, voʔ 21	Zaiwa, Zauzou	34	U+0294
ʑ	ʑ	zo 31 mo 42 ʑa 44, yi 31 ʑa 44	Zauzou, Nesu, Naxi, Samei, Nisu, Lahu Shi	33	U+0291
^tʃ	tʃ	tʃɨ31, tʃɨ55	Zaiwa, Lisu, Biyo, Jino, Baihong	33	U+005e U+0074 U+0283
ɲ	ɲ	a ɲɔ, a 55 ɲi 21 zo 33	Nesu, Biyo, Baihong, Kucong, Naxi, Zauzou, Lisu, Samei, Zaiwa, Jino, Nusu	33	U+0272
53	<?>	ɔ31 u53 ku33, mA53 dA 21	Lahu Shi, Biyo	32	U+0035 U+0033
qh	qh	laqhyul hoqhyuq, lawl qhor	Na (Lahu), Lahu Shi, Hani, Kucong	32	U+0071 U+0068
tʃ	tʃ	a tʃa, pu tʃu	Jino, Zaiwa, Lisu, Baihong, Biyo	31	U+0074 U+0283
`	<?>	ʃo` 21 ku_ 21, pjo` 21 pau 55 mji 21	Zaiwa	30	U+0060
ʊ$	ʊ	mʊ, tʊ	Jino, Nusu, Naxi, Samei, Baihong, Kucong	30	U+028a U+0024
^tʂ	tʂ	tʂi, tʂɔ	Nusu, Naxi, Nesu, Samei, Nisu	29	U+005e U+0074 U+0282
^ç	ç	çәr, çi bɯ	Kucong	29	U+005e U+00e7
ɚ	ɚ	mɚ 21, sɚ_ 55	Nesu	29	U+025a
ɹ	ɹ	a pɹɯ, pu phɹɔ lɔ phɹɔ	Jino	29	U+0279
^ʃ	ʃ	ʃɨ31, ʃɨ 44	Zaiwa, Lisu, Biyo, Jino	28	U+005e U+0283
54$	<?>	po31 mɤ31 sɯ54, ɣA54	Lahu Shi	28	U+0035 U+0034 U+0024
ɒ$	ɒ	tɒ, sɨ jɒ	Jino	27	U+0252 U+0024
ɕ	ɕ	a ɕɛ, a ɕi	Jino, Zauzou, Nusu, Baihong, Lahu Shi, Naxi, Nisu, Biyo, Samei	26	U+0255
w$	w	naw, chaw	Na (Lahu), Sichuan Yi	26	U+0077 U+0024
^ɟ	ɟ	ɟә, ɟa	Kucong	26	U+005e U+025f
11$	<?>	ɕi11 A11, A33 pɔ55 sɨ11	Mandarin Chinese, Lahu Shi	26	U+0031 U+0031 U+0024
^zh	zh	zhu3, zhong zi30	Mandarin Chinese, Sichuan Yi, Na (Lahu)	24	U+005e U+007a U+0068
ɒ	ɒ	khɒ mɒ zɒ kʊ, khɒ phɒ zɒ kʊ	Jino	23	U+0252
dʒ	dʒ	v.55 dʒa 55, niɛ 55 ma 44 dʒɛ 44 dʒɛ 31	Biyo, Lisu, Baihong	22	U+0064 U+0292
ç	ç	a mɯ çi, bɯ çә	Kucong	22	U+00e7
tʃh	tʃh	a tʃhɨ, at 55 tʃho 21 tʃho 21	Jino, Lisu, Zaiwa	22	U+0074 U+0283 U+0068
ʃ	ʃ	a ʃo, soŋ ʃu	Jino, Lisu, Biyo, Zaiwa	21	U+0283
ɤ$	ɤ	dzɤ, gɤ gɤ	Samei, Jino, Nusu, Naxi	21	U+0264 U+0024
dʐ	dʐ	ma dʐɨ, le phe dʐɨ	Naxi, Nusu, Samei, Nisu	21	U+0064 U+0290
51	<?>	vui 51 li 21 li 21, ma` khon 51 ko 51	Zaiwa	21	U+0035 U+0031
^ʝ	ʝ	ʝi, ʝa mi ma	Kucong	20	U+005e U+029d
^tʃh	tʃh	tʃhɨ 31 nu 33, tʃhi 21	Lisu, Jino, Zaiwa	19	U+005e U+0074 U+0283 U+0068
ɬ	ɬ	hɬɔ, mɯ ɬæ	Jino, Nusu, Nisu, Nesu	19	U+026c
ʐ	ʐ	xɤ 21 ʐo 33, la ʐʊ	Nusu, Nisu, Samei, Naxi, Baihong	19	U+0290
ee	ee	keelmil aol huhu, aq keel	Hani	19	U+0065 U+0065
^ɬ	ɬ	ɬo, ɬi 33	Nesu, Nisu, Jino	18	U+005e U+026c
^dʐ	dʐ	dʐɨ, dʐɔ	Nusu, Nisu, Naxi, Samei	18	U+005e U+0064 U+0290
